ID,Region,Date,Weekday,Apartment,Beds,Review,Pic Quality,Price,Accept
10173,6,220,4,1,1,4.981750151,0.718911677,333.1228309,0
10174,8,19,6,1,3,3.791969789,0.674843807,364.9836474,1
10175,3,178,4,1,2,4.993604289,0.81095291,450.0678535,0
10176,6,86,3,0,1,4.823436216,0.743003922,255.7644587,1
10177,5,67,5,1,1,3.844985422,0.774453671,354.8611732,0
10178,4,295,2,1,2,3.511696397,0.711528926,173.253421,1
10179,9,92,2,1,2,4.074467814,0.539201145,228.3157765,1
10180,2,192,4,1,1,4.911788538,0.875181634,390.179588,0
10181,2,356,7,1,1,4.888183434,0.646681411,198.1321533,1
10182,1,142,3,1,4,3.650078267,0.854650398,450.678248,0
10183,6,107,3,1,1,4.789671364,0.463140746,370.8826557,0
10184,7,224,1,1,3,4.148833495,0.269137377,361.0298489,0
10185,7,148,2,0,2,4.210294624,0.855657826,219.9125085,0
10186,4,224,1,1,3,4.847306661,0.978890246,434.6996618,0
10187,2,176,2,1,1,4.937464386,0.158546772,174.3601408,1
10188,5,205,3,1,3,3.189417997,0.654359237,188.2029861,0
10189,9,57,2,1,3,4.287353751,0.790302281,422.7693608,0
10190,7,71,2,0,1,4.831766182,0.483877355,219.2358137,0
10191,1,268,3,0,1,4.612790129,0.634934395,326.2827126,0
10192,2,362,6,1,1,4.590799288,0.991219004,310.4102156,0
10193,7,14,1,1,1,4.797122504,0.436468006,298.1122223,0
10194,9,246,2,1,4,4.868477968,0.483218209,381.5811394,0
10195,1,315,1,1,1,4.857665856,0.681998323,266.103655,0
10196,1,89,6,1,1,4.664184157,0.599387022,236.2233803,0
10197,4,314,7,1,2,4.884157637,0.836471791,297.8631692,1
10198,5,285,6,1,1,4.974101587,0.943028608,406.3020825,0
10199,6,350,1,1,2,4.831784606,0.984629108,312.290218,0
10200,1,45,4,1,1,4.85443367,0.530418286,263.4796036,0
10201,7,358,2,1,1,4.847349551,0.920641427,215.1632738,1
10202,2,318,4,1,2,4.973906536,0.646414591,426.6738668,1
10203,9,18,5,1,1,3.915333943,0.905641619,313.7678682,0
10204,7,57,2,1,2,4.386315172,0.495425118,189.6833122,0
10205,9,283,4,0,1,4.829119068,0.648540408,305.0825166,0
10206,6,283,4,1,1,4.206377404,0.998321907,296.6192512,0
10207,3,302,2,0,3,3,0.79198632,165.084789,0
10208,2,103,6,1,1,4.637634646,0.627151155,269.6171867,0
10209,9,61,6,1,1,4.812477015,0.775532905,278.5406925,0
10210,10,98,1,0,1,4.51441336,0.92776369,376.0156024,0
10211,3,36,2,0,1,4.664124711,0.434928928,232.3509275,0
10212,10,185,4,0,1,4.321978025,0.813418062,374.1947397,0
10213,3,39,5,1,2,4.965978112,0.348480155,427.1660151,0
10214,4,74,5,1,1,4.586509867,0.892835515,279.6706915,0
10215,8,154,1,1,1,4.924892663,0.336458811,303.1662982,1
10216,2,240,3,1,1,4.91114859,0.730698571,332.2529725,0
10217,10,49,1,1,3,3.38335768,0.775806066,351.7572106,0
10218,1,217,1,1,2,4.74570316,0.953637685,385.2289512,0
10219,7,102,5,1,1,4.609190091,0.926233489,414.2760389,0
10220,9,362,6,1,1,4.846491132,0.806138493,305.9021366,1
10221,9,197,2,1,1,4.759719985,0.896908729,221.2541782,0
10222,8,47,6,1,2,3.682546952,0.90516572,274.7644704,0
10223,2,344,2,1,2,4.146891409,0.521900648,287.7160761,0
10224,8,291,5,1,1,4.582995314,0.433664353,197.7265511,0
10225,4,280,1,0,3,4.812512068,0.515444757,437.1146163,0
10226,10,62,7,0,1,3,0.683056909,106.8135954,0
10227,3,180,6,1,1,4.434218111,0.80006333,353.8778079,0
10228,7,323,2,0,2,4.56898629,0.203499401,201.8736445,1
10229,5,72,3,1,3,4.640970699,0.951121141,393.006986,1
10230,1,123,5,1,1,4.709709887,0.912077181,427.903581,0
10231,8,270,5,1,2,4.746541344,0.635735066,457.9498761,0
10232,6,358,2,1,1,3.267609174,0.668777734,148.8206621,1
10233,9,349,7,0,1,4.989168412,0.904894811,404.13439,0
10234,7,243,6,0,2,4.529296683,0.740899025,483.190887,0
10235,3,13,7,1,2,4.617055745,0.952351295,292.6551486,1
10236,7,263,5,0,2,4.63501437,0.989131769,457.1859249,0
10237,3,210,1,1,3,4.58647053,0.964130716,548.6768132,0
10238,10,347,5,1,1,3,0.234515413,80,1
10239,6,220,4,0,2,4.610970583,0.748144798,356.698088,1
10240,8,12,6,1,1,4.735806622,0.902647097,287.35735,0
10241,3,164,4,1,1,4.8727238,0.848827432,236.0530052,0
10242,9,355,6,1,2,4.634891406,0.899451099,441.650203,0
10243,2,175,1,1,1,4.645012903,0.518566466,167.4168495,0
10244,5,270,5,0,2,4.983185443,0.903086584,415.3676321,0
10245,9,63,1,1,2,4.22647104,0.775776214,238.0180996,1
10246,8,169,2,1,1,4.898214827,0.736683397,297.2119716,0
10247,10,177,3,1,1,4.09432071,0.851470912,298.5027422,0
10248,9,281,2,1,2,4.778833477,0.760172758,220.3727526,0
10249,9,170,3,1,2,4.435201322,0.883387993,323.2647781,0
10250,1,238,1,0,1,3.788300254,0.359879977,233.6117538,1
10251,5,88,5,0,2,4.876365671,0.842490788,335.0264683,0
10252,7,294,1,1,2,4.732079659,0.827691054,325.7395162,0
10253,6,80,4,1,3,3.468851032,0.635122022,265.6013747,0
10254,3,356,7,1,1,3.950430578,0.936762114,206.5948424,1
10255,9,113,2,0,1,4.623177062,0.641539674,268.6520285,0
10256,7,21,1,1,1,4.412344501,0.716516522,222.4899516,0
10257,5,148,2,0,3,4.872095979,0.824968456,343.9189251,1
10258,10,192,4,1,1,4.646404343,0.564230121,237.2384604,0
10259,6,144,5,1,4,4.528754581,0.95017331,449.4681166,1
10260,9,25,5,1,1,3.95897771,0.731102635,303.9128185,0
10261,2,315,1,1,1,4.926870007,0.710501578,276.7355285,0
10262,7,174,7,1,1,4.323969152,0.892674712,218.6941526,1
10263,1,50,2,0,1,4.947913266,0.994312011,210.8993286,0
10264,8,246,2,1,1,4.079101652,0.836224157,171.4737161,0
10265,9,71,2,1,1,4.526098294,0.488621141,145.5669793,1
10266,7,81,5,1,2,4.779147409,0.836603187,432.7630854,0
10267,6,212,3,1,4,3.98992777,0.853756892,546.0614439,0
10268,7,225,2,1,1,4.87518832,0.843586279,287.7971879,0
10269,10,178,4,1,2,4.558680726,0.640585013,305.3604677,1
10270,10,113,2,1,1,4.236843821,0.975343635,262.6248181,0
10271,1,38,4,1,2,4.561318474,0.681455383,443.3799352,0
10272,8,293,7,1,1,3.728740392,0.652374287,144.9229409,0
10273,1,297,4,1,2,4.98114338,0.996009788,387.7664541,1
10274,7,275,3,1,1,3.51474289,0.981854545,166.6361029,1
10275,8,358,2,1,1,4.064275925,0.60854036,148.2615613,1
10276,5,260,2,1,1,4.936936013,0.895440975,310.9095698,0
10277,8,153,7,1,2,4.819984135,0.391123476,378.2866742,1
10278,2,74,5,1,2,4.623258616,0.824415502,231.2742204,1
10279,7,59,4,0,1,4.444580311,0.881781016,372.5583812,0
10280,1,35,1,1,1,4.4924414,0.709990514,208.9047251,1
10281,10,299,6,1,1,4.249744349,0.595242726,302.1995469,0
10282,4,126,1,1,4,4.774048125,0.328925105,508.7651331,1
10283,5,7,1,1,1,3,0.501918848,234.4101036,0
10284,9,112,1,1,2,4.890933002,0.762123035,390.897037,0
10285,4,351,2,0,1,4.98166505,0.898818365,246.1260775,0
10286,10,362,6,1,1,4.528909292,0.756169814,376.3380752,1
10287,4,133,1,1,1,4.848191212,0.401293142,320.8573016,0
10288,1,40,6,0,2,4.678340676,0.717565044,254.8950492,0
10289,4,269,4,1,1,4.357410006,0.987321922,404.4190097,0
10290,9,332,4,1,1,4.958537903,0.361652842,246.4042825,1
10291,6,91,1,1,1,4.747534936,0.903940004,410.8607643,0
10292,5,31,4,1,2,3.880923179,0.855857546,274.8607672,0
10293,10,168,1,1,1,3.062889164,0.684807883,225.7578506,1
10294,3,184,3,1,1,4.412154941,0.83262488,312.524622,1
10295,2,222,6,1,1,4.992620086,0.999936505,381.624879,1
10296,3,30,3,0,1,4.887789937,0.913712499,246.5120113,1
10297,3,20,7,1,3,4.363608106,0.553220086,467.6409743,0
10298,10,143,4,1,1,4.806724949,0.918804372,263.2602851,0
10299,6,335,7,1,1,4.871104747,0.718713027,280.2627364,0
10300,9,203,1,1,1,4.916073811,0.777900021,293.7481782,1
10301,9,184,3,1,1,4.703198054,0.458751561,157.7744187,0
10302,10,126,1,0,3,4.628384025,0.981415431,490.5896387,0
10303,1,358,2,1,2,4.970458037,0.953892413,298.4420735,0
10304,10,234,4,1,1,4.779746464,0.68511694,258.3295553,0
10305,8,240,3,1,1,4.327462048,0.92590933,254.1933264,1
10306,3,22,2,1,1,4.985642114,0.565239899,178.4854902,0
10307,8,204,2,1,1,4.867502058,0.57226873,202.5245906,1
10308,7,72,3,0,1,4.493522137,0.70602573,242.8668362,0
10309,8,148,2,1,2,4.851722161,0.888869747,382.7132735,0
10310,4,38,4,1,2,4.9244609,0.91977545,444.0165844,0
10311,9,324,3,1,1,4.101344779,0.630721763,261.728186,0
10312,9,186,5,0,2,4.874413142,0.978863742,472.7002784,0
10313,8,202,7,1,1,4.621765273,0.96305238,309.7923712,0
10314,9,20,7,1,2,4.646347202,0.556764711,292.7416238,0
10315,2,74,5,0,1,4.688327421,0.483066027,306.0330248,0
10316,2,3,4,0,1,4.076161751,0.478848346,229.6516575,1
10317,8,80,4,1,2,4.748479333,0.77687071,374.9895702,0
10318,4,331,3,1,1,4.871559806,0.913062412,362.2747517,0
10319,4,112,1,0,1,4.707652754,0.480682515,359.7425775,0
10320,4,256,5,1,3,4.456613654,0.806946353,451.8726295,0
10321,9,242,5,1,2,4.44715004,0.478010212,305.3128247,0
10322,1,84,1,1,2,4.511697801,0.70736116,310.7105881,1
10323,5,258,7,1,1,4.59613406,0.698863735,349.2385489,0
10324,3,252,1,1,1,4.241664865,0.797602542,328.8779068,0
10325,9,153,7,0,1,4.908166206,0.951085663,244.8172813,0
10326,1,13,7,1,4,4.527838924,0.732758419,558.4493082,0
10327,10,315,1,1,1,4.007483338,0.701153225,304.4870986,0
10328,9,4,5,1,3,4.368401761,0.701127618,446.3693442,0
10329,1,138,6,1,1,4.523693026,0.827409141,266.6111423,1
10330,2,127,2,1,2,4.344313129,0.503216454,251.6898784,1
10331,4,6,7,0,2,4.963163693,0.812906957,452.2316441,0
10332,4,121,3,1,1,3.642092744,0.911531623,123.9566775,0
10333,6,363,7,1,2,4.756798439,0.736341741,356.7639298,0
10334,1,138,6,1,1,4.827476858,0.612777855,332.4045894,0
10335,4,242,5,0,1,4.886596183,0.943251131,342.2203791,0
10336,6,116,5,0,1,4.292164535,0.932299693,369.0148108,0
10337,1,184,3,1,1,3.473074865,0.961802735,252.7136545,0
10338,6,309,2,1,1,4.705662683,0.995436168,340.2057895,0
10339,7,63,1,1,1,4.956397732,0.761466664,335.9017219,0
10340,6,98,1,1,2,4.265364814,0.829347839,408.6533473,0
10341,1,156,3,1,1,4.633844837,0.07841753,155.7760834,1
10342,1,204,2,1,2,4.979544271,0.882801105,250.7904691,0
10343,8,162,2,1,3,4.884422639,0.639407122,530.1413885,0
10344,9,3,4,1,1,4.794063556,0.838176812,295.6532857,0
10345,2,339,4,1,1,4.525069873,0.981860207,292.6818048,0
10346,1,53,5,1,2,4.944636008,0.638757227,312.9929986,0
10347,8,286,7,1,2,4.995959742,0.881966515,484.5581712,0
10348,7,287,1,1,1,4.658222408,0.910671302,263.5765772,1
10349,1,330,2,1,3,4.975085323,0.547136568,247.9454969,1
10350,3,226,3,1,1,4.294913179,0.874627215,212.1798945,1
10351,9,132,7,1,2,3.929887675,0.582789293,212.8569762,0
10352,3,251,7,1,1,4.860232863,0.832025668,227.1696277,1
10353,7,246,2,1,3,4.414071362,0.461709147,359.0363943,1
10354,7,39,5,1,1,4.699789579,0.913770994,201.4672783,1
10355,6,263,5,1,1,4.370136526,0.795186145,292.8028667,0
10356,4,159,6,1,2,4.696823627,0.913726799,370.7863091,1
10357,4,78,2,0,2,4.892636706,0.953577484,275.6320575,1
10358,2,45,4,1,1,4.871045282,0.566427816,419.3270924,0
10359,7,119,1,1,1,3.365006645,0.920045357,212.8374976,1
10360,1,18,5,0,1,4.411219799,0.6935113,187.1474284,0
10361,1,207,5,1,2,3.571692712,0.828859785,352.987517,0
10362,9,34,7,1,1,4.865295155,0.86627005,297.7720258,0
10363,1,150,4,1,1,4.634058449,0.789452498,334.6958905,0
10364,7,272,7,1,1,4.928576673,0.827375646,244.9844803,0
10365,7,118,7,1,1,4.979418292,0.321116626,180.4574663,0
10366,7,357,1,1,1,4.526450472,0.687214856,180.4940468,1
10367,2,195,7,1,2,3.71549845,0.50535461,355.5746064,0
10368,4,40,6,1,1,4.868841803,0.83291138,233.6816463,0
10369,5,88,5,1,2,4.820001509,0.883818837,436.2393541,0
10370,6,17,4,0,1,4.521859726,0.892518268,414.2901387,0
10371,5,31,4,1,1,4.811792192,0.917689791,375.5620917,0
10372,2,256,5,1,2,4.864924642,0.968909654,362.7732885,0
10373,3,43,2,1,2,4.921550444,0.517224495,340.8401097,0
10374,10,31,4,1,1,3.464206471,0.543388658,215.8384634,0
10375,9,237,7,1,1,4.091653468,0.668812245,307.8592827,0
10376,7,337,2,1,1,4.775447574,0.924283952,217.8836745,0
10377,2,163,3,1,2,4.971003822,0.74586654,318.4131526,0
10378,1,272,7,0,2,4.588270566,0.941341754,327.0072684,1
10379,1,339,4,0,1,4.968396283,0.996015357,438.2562196,0
10380,1,263,5,1,1,4.20354938,0.833538611,265.6565667,1
10381,10,236,6,1,1,4.609708796,0.713340839,396.0988713,0
10382,5,163,3,1,2,4.489107622,0.335034562,423.7263262,0
10383,5,79,3,1,1,4.928846732,0.507771504,351.7231606,0
10384,2,164,4,0,1,4.76202159,0.948313838,453.1020743,0
10385,2,254,3,1,2,4.869761452,0.991038017,441.4153141,0
10386,5,152,6,0,1,4.694769723,0.915887699,373.499661,0
10387,1,75,6,1,2,4.849715208,0.94190531,467.7855224,0
10388,4,349,7,1,1,4.794433719,0.985856531,279.9599408,0
10389,9,28,1,1,2,4.722652793,0.928297114,445.9534439,0
10390,1,84,1,1,4,4.960273187,0.9425379,441.4705331,1
10391,3,191,3,0,3,4.232989522,0.877310997,345.2400064,1
10392,5,172,5,0,1,4.41694731,0.973754758,338.2237753,0
10393,1,77,1,1,1,4.581890417,0.942435227,316.7081933,0
10394,6,172,5,0,2,4.915260675,0.928464761,356.7686172,1
10395,8,120,2,1,1,4.824009446,0.756039882,195.8282054,0
10396,2,32,5,1,4,4.878468788,0.447455571,567.9998399,0
10397,6,78,2,1,1,4.307496932,0.954561997,179.1376134,1
10398,7,218,2,1,1,4.973826701,0.899528692,289.5198126,1
10399,7,333,5,1,1,3.395777699,0.835238508,172.4468443,0
10400,3,282,3,1,1,4.969575693,0.785904623,314.3650586,0
10401,9,174,7,1,2,4.809680136,0.820322397,399.836476,0
10402,5,80,4,1,1,4.638761903,0.434766072,315.0815928,0
10403,9,106,2,1,1,3.912650244,0.861438413,230.8001589,0
10404,2,196,1,1,1,4.745096985,0.536955642,231.0501842,1
10405,5,173,6,1,1,4.755681443,0.452576347,346.4806815,0
10406,10,295,2,0,1,4.881508942,0.669785512,144.8019744,1
10407,6,168,1,1,1,4.269613083,0.733766309,228.0907781,0
10408,2,57,2,1,3,4.924125656,0.742180994,290.709927,0
10409,5,213,4,1,1,3.823154303,0.473943037,176.284345,0
10410,8,350,1,1,1,4.75318748,0.626711242,266.5276483,0
10411,5,75,6,1,3,4.604952384,0.94404457,442.6243815,0
10412,7,249,5,1,3,4.75396507,0.758385447,551.7760113,1
10413,1,173,6,1,1,4.71285821,0.999928687,247.2136261,1
10414,8,236,6,1,1,4.049707041,0.80289866,226.2244775,0
10415,10,188,7,1,1,4.30745362,0.732612762,337.8352831,0
10416,6,136,4,1,1,4.688704348,0.45380544,333.6464002,0
10417,2,241,4,1,1,4.929236338,0.796730076,355.543994,1
10418,6,288,2,0,1,4.439279879,0.903113587,161.1873285,1
10419,2,17,4,1,2,4.598673456,0.707338346,431.8988413,0
10420,10,365,2,1,1,3.829690036,0.853386065,178.4987568,0
10421,6,228,5,1,1,3.439395534,0.590592096,131.8608172,0
10422,7,141,2,1,1,4.98220495,0.988035074,352.3426172,0
10423,8,219,3,1,1,4.687384358,0.902343493,384.1520026,0
10424,8,325,4,1,3,4.740452871,0.911769585,366.3428217,0
10425,7,26,6,1,2,4.664965199,0.735900957,396.5776715,1
10426,1,50,2,1,1,4.72078338,0.319928948,247.3987408,0
10427,9,141,2,0,2,4.280106278,0.978618408,350.7355364,0
10428,4,167,7,0,1,4.723271603,0.914753174,458.1900629,0
10429,1,46,5,1,2,4.469923959,0.719228643,308.365185,0
10430,2,70,1,1,4,4.75892146,0.92765323,361.8439618,0
10431,7,185,4,1,2,4.662713463,0.908965698,346.6918952,1
10432,7,58,3,1,1,4.98295292,0.753056615,375.2843764,0
10433,1,261,3,1,2,4.52117117,0.516925923,388.8131343,0
10434,1,7,1,1,1,4.776595066,0.712452574,376.6264177,0
10435,10,4,5,1,2,3.638149031,0.831871025,176.880247,1
10436,1,14,1,0,1,4.303880636,0.620453167,275.3982897,0
10437,3,115,4,0,3,4.654557418,0.927853645,454.6780295,0
10438,3,193,5,1,3,4.871032161,0.864617014,537.2693316,0
10439,8,349,7,0,1,4.677035152,0.752382023,265.2973163,0
10440,2,34,7,1,1,4.457824106,0.518604763,234.4682751,1
10441,10,186,5,1,1,4.499481435,0.866817792,213.9863843,1
10442,3,144,5,1,2,4.913502055,0.714465244,486.8263805,0
10443,5,207,5,0,2,4.446006209,0.72539296,356.3932614,1
10444,7,211,2,1,1,4.745761456,0.999445043,314.7677424,0
10445,1,176,2,1,2,4.949025292,0.391206331,272.5406598,1
10446,5,44,3,0,1,4.743531882,0.865411081,256.3788672,0
10447,6,20,7,1,2,4.677260272,0.644330904,286.817236,0
10448,6,87,4,1,4,3.727243855,0.476846184,367.8353357,0
10449,6,351,2,1,1,4.921615077,0.96100933,238.8162988,1
10450,6,268,3,1,1,4.825930314,0.646542295,234.6728096,0
10451,2,120,2,1,1,4.811545896,0.841048807,201.4224626,1
10452,3,108,4,1,1,4.444823164,0.808700107,228.3738995,0
10453,2,277,5,1,1,4.75598948,0.723684811,246.7315087,1
10454,10,57,2,1,2,4.882742897,0.439894172,390.6447501,0
10455,3,312,5,1,2,4.664154484,0.893440348,448.4924976,0
10456,2,341,6,0,1,4.991407292,0.839928739,216.2806777,1
10457,8,48,7,1,2,4.244799237,0.584119844,269.4699623,1
10458,8,330,2,1,2,4.945944608,0.49483514,355.5191611,0
10459,6,264,6,1,2,4.963705014,0.944260052,496.8663846,0
10460,1,152,6,1,1,3.748584622,0.999066649,255.4208637,1
10461,1,1,2,1,1,4.454028505,0.293358309,122.7605566,1
10462,2,263,5,0,1,4.879053288,0.792184999,285.3984983,1
10463,5,178,4,1,2,4.601279857,0.753269152,314.2442276,1
10464,3,17,4,1,1,4.431770788,0.958970393,345.6182439,0
10465,1,71,2,0,2,4.410050651,0.943376093,308.6757025,0
10466,5,188,7,1,2,4.435828645,0.951570362,310.7948996,1
10467,2,289,3,1,1,4.368917771,0.858113154,261.4585366,0
10468,1,80,4,0,1,4.070734942,0.85106509,380.5353946,0
10469,7,240,3,1,1,4.955682922,0.660526279,316.6474677,0
10470,3,175,1,1,1,4.886554726,0.64401244,251.6813114,1
10471,7,206,4,1,1,4.786176311,0.450283874,328.7254871,0
10472,2,263,5,1,2,4.882541836,0.853112553,411.3341592,0
10473,5,251,7,1,1,3.303658279,0.716521746,126.6891638,1
10474,3,184,3,1,1,4.613159582,0.942846126,227.9813351,0
10475,8,336,1,1,2,4.887927497,0.863342425,486.6330941,0
10476,9,116,5,1,3,4.864121369,0.631870185,399.8346486,0
10477,1,227,4,1,1,4.997738108,0.567732264,300.4220135,0
10478,2,187,6,1,2,3.734256501,0.750765423,221.0054483,1
10479,1,253,2,1,1,4.940364035,0.91803089,214.2143665,1
10480,1,6,7,1,1,4.203829392,0.787791241,215.7333899,1
10481,6,290,4,1,1,4.064565155,0.819073663,364.4083516,0
10482,10,223,7,1,3,4.440159732,0.862863001,500.5953754,0
10483,4,267,2,1,2,4.829624843,0.865159422,305.7319091,0
10484,9,279,7,1,1,4.367734952,0.336657726,223.6723653,0
10485,6,270,5,1,2,4.79641045,0.997827303,453.5453882,0
10486,9,357,1,1,2,4.709192067,0.788545044,369.8063964,0
10487,10,341,6,1,2,4.949293552,0.89025075,439.9290212,0
10488,10,137,5,1,2,4.884387541,0.999592802,508.2056598,0
10489,10,135,3,0,1,4.686948136,0.87499398,193.4607527,1
10490,9,126,1,1,2,4.88056852,0.794174136,474.8377574,0
10491,10,355,6,1,2,4.889326063,0.743412771,384.8162963,1
10492,5,313,6,1,2,4.978643223,0.83055295,430.1644775,0
10493,10,330,2,1,1,4.65994079,0.698080014,296.9521592,0
10494,2,137,5,1,1,4.908993325,0.747161289,241.5183514,0
10495,8,145,6,0,2,4.797442617,0.986157897,523.5830893,0
10496,5,280,1,1,1,3,0.287574801,92.9032631,0
10497,7,134,2,0,1,4.926995556,0.320401285,273.7332481,0
10498,1,338,3,1,2,4.670341951,0.691706147,310.3096411,0
10499,3,273,1,1,2,4.793947626,0.710335908,306.6428781,1
10500,1,175,1,1,1,4.300015947,0.868116162,240.1980828,0
10501,4,311,4,1,2,4.515094478,0.844891729,465.8494933,0
10502,5,331,3,0,1,4.625210176,0.971794519,236.9823718,0
10503,7,318,4,1,1,4.72875842,0.837866432,320.0928337,0
10504,9,209,7,1,2,4.357817222,0.325043409,289.456502,1
10505,6,229,6,1,1,4.056516396,0.977851934,308.0110042,0
10506,7,264,6,1,1,4.606840828,0.771111019,321.3589774,1
10507,4,48,7,1,2,4.600551563,0.954382555,331.3827471,1
10508,1,117,6,1,2,4.783299559,0.49651751,346.4316872,1
10509,2,3,4,0,2,3.844042793,0.14256409,220.3879714,0
10510,10,100,3,1,2,4.523574814,0.536443193,244.8604054,0
10511,3,285,6,1,1,4.721982423,0.93895478,350.0599686,0
10512,2,160,7,1,1,4.601246722,0.85676373,161.4574071,0
10513,3,304,4,0,1,4.595892078,0.849058317,239.2513706,1
10514,6,275,3,1,1,3.949877905,0.8982685,138.2195272,1
10515,2,330,2,1,2,4.944238083,0.835954415,273.8751142,1
10516,4,54,6,1,2,3.466212089,0.77171797,324.9698748,0
10517,6,2,3,1,1,3.660821054,0.556707804,204.1930639,0
10518,10,177,3,1,1,4.868605639,0.786580069,278.256709,0
10519,9,24,4,1,1,4.231200774,0.981354301,262.5389027,1
10520,6,48,7,1,1,4.8733177,0.852214573,307.6515433,0
10521,3,80,4,1,1,4.923461067,0.680019588,245.1563214,1
10522,4,263,5,1,1,4.014171625,0.704827968,282.9399272,0
10523,8,274,2,1,1,4.703254008,0.872424654,307.2439952,0
10524,2,203,1,1,2,3,0.772177311,282.1295199,0
10525,2,295,2,1,3,4.684309198,0.712045561,383.238052,0
10526,8,98,1,1,1,4.802716344,0.424914537,282.3214045,1
10527,4,207,5,1,1,4.924973056,0.630880352,352.6573926,0
10528,4,195,7,0,3,4.540907763,0.365067725,356.7862986,0
10529,4,259,1,1,2,4.809544242,0.954086961,430.3325512,0
10530,5,363,7,1,1,4.545347406,0.948253866,304.1677128,1
10531,3,141,2,1,3,4.774947829,0.728530663,329.2668825,0
10532,9,297,4,1,1,3.237677899,0.866778224,313.6224547,0
10533,4,156,3,1,2,4.257962466,0.926047766,251.4592756,0
10534,2,7,1,1,1,4.996335654,0.649134796,298.3032581,0
10535,1,216,7,0,1,4.046861941,0.784738918,309.422303,0
10536,9,58,3,0,1,4.018686564,0.73453283,295.8201317,0
10537,10,184,3,1,2,4.70899898,0.939574677,343.194463,0
10538,1,130,5,1,1,4.673119367,0.211171382,318.5697147,0
10539,10,159,6,0,1,4.167997742,0.938187276,379.0174769,0
10540,4,327,6,1,3,4.893055265,0.6046202,355.7128648,0
10541,3,246,2,1,2,4.553707355,0.960643186,274.7390622,1
10542,8,213,4,1,1,4.624839687,0.891269027,352.8400225,0
10543,10,189,1,1,1,4.535000254,0.89005799,311.6029287,0
10544,5,105,1,1,1,4.828393765,0.926736621,266.6416816,0
10545,1,219,3,0,2,4.795422455,0.730613381,367.1213785,0
10546,9,90,7,0,1,4.44645056,0.660323525,342.853938,0
10547,1,191,3,0,1,4.20026973,0.669393722,206.952265,1
10548,1,336,1,1,2,4.455764401,0.683796365,337.2883622,0
10549,6,86,3,1,2,4.726271382,0.997089723,354.6470463,1
10550,7,11,5,1,1,4.55548209,0.816698586,393.0344475,0
10551,7,74,5,1,1,3,0.889864953,200.3515036,0
10552,4,180,6,1,1,4.454728498,0.897193933,363.5798253,0
10553,6,265,7,1,2,4.994337966,0.47480479,394.6851615,0
10554,3,28,1,1,1,4.968927846,0.324880398,380.8092148,0
10555,5,247,3,1,1,4.326493614,0.747035729,277.6166059,0
10556,9,276,4,1,1,4.783835629,0.875894112,383.5319692,0
10557,6,258,7,1,1,4.887782932,0.98680603,422.7455262,0
10558,5,301,1,1,1,4.96322606,0.951596097,301.022681,1
10559,10,342,7,1,1,4.07328276,0.717501032,225.2525971,0
10560,5,297,4,1,1,4.585984448,0.376879249,288.3084497,0
10561,8,138,6,1,1,4.745899882,0.873931167,346.9713751,1
10562,6,308,1,0,1,4.555559041,0.53052527,334.6450398,0
10563,3,335,7,1,2,4.705549717,0.445023136,334.3628936,0
10564,3,87,4,1,1,4.77209038,0.95957189,298.7623629,0
10565,7,87,4,1,2,4.895522598,0.94833684,495.1020743,0
10566,7,64,2,1,1,4.422356734,0.637095933,226.9906736,0
10567,7,63,1,1,1,4.583372989,0.60221078,247.7326574,0
10568,8,287,1,1,1,4.763248711,0.240735658,310.9692357,0
10569,3,122,4,0,1,4.682556423,0.427522538,355.6323492,0
10570,8,28,1,1,1,4.499459047,0.359840075,176.2603718,1
10571,5,71,2,1,1,3.997792874,0.91739626,275.2403964,0
10572,9,343,1,1,1,3.860817005,0.743511722,260.5039411,0
10573,10,72,3,1,2,3,0.906405765,217.1786517,1
10574,6,62,7,1,2,4.796627042,0.963715474,381.1267128,0
10575,4,153,7,1,1,4.672685684,0.409513344,308.558982,0
10576,2,325,4,0,1,4.178776693,0.901507761,338.5536063,0
10577,5,17,4,1,2,4.578992749,0.612344009,360.9623033,0
10578,8,61,6,0,1,4.746474362,0.760080573,346.9171257,0
10579,4,127,2,1,2,4.998984998,0.592638176,432.6566317,0
10580,4,232,2,1,1,4.185476403,0.938761004,248.4776127,0
10581,7,280,1,1,1,4.955052158,0.834676902,296.6636249,1
10582,10,23,3,0,1,4.614881945,0.894636001,304.6812066,0
10583,7,271,6,1,2,4.347617135,0.911741874,435.296319,0
10584,6,101,4,1,1,3.799729274,0.698801949,205.4399881,0
10585,7,237,7,1,1,4.722294116,0.987971597,372.2965409,0
10586,2,261,3,1,1,4.946281696,0.685573549,193.5754047,1
10587,9,227,4,1,4,4.328336567,0.488004987,400.5006588,1
10588,4,103,6,1,1,4.995659967,0.448740626,252.5270932,0
10589,5,78,2,1,1,4.873216932,0.270272865,317.4354824,0
10590,5,129,4,1,1,3.878401254,0.711404179,342.05771,0
10591,6,6,7,1,1,3.651556408,0.652948345,267.6246935,0
10592,5,351,2,1,1,4.627129789,0.58684296,302.1360016,0
10593,6,67,5,0,1,4.846404427,0.731820976,237.4091249,0
10594,6,155,2,1,1,3.710118208,0.985630622,215.6232612,1
10595,7,259,1,1,2,4.434481555,0.45363475,276.8700226,0
10596,7,36,2,1,1,3.602228714,0.975877807,206.6892994,0
10597,4,76,7,1,2,3.220583406,0.862481,180.9019624,0
